"","x"
"875","chr12-123971409-123974452"
"876","chr12-123983804-123984303"
"877","chr12-124005886-124007149"
"878","chr12-124036560-124036986"
"879","chr12-124044966-124045252"
"880","chr12-12645391-12646086"
"881","chr12-12655662-12656705"
"882","chr12-12695459-12697764"
"883","chr12-12704119-12706516"
"884","chr12-12713195-12727188"
"885","chr12-12727819-12728817"
"886","chr12-12733277-12733485"
"887","chr12-12735304-12737740"
"888","chr12-12786356-12789267"
"889","chr12-12803106-12803672"
"890","chr12-12807052-12809786"
"891","chr12-12812470-12814111"
"892","chr12-12836961-12837470"
"893","chr12-12839036-12839387"
"894","chr12-12845736-12847364"
"895","chr12-12890683-12891849"
"896","chr12-12909232-12909619"
"897","chr12-1473317-1473929"
"898","chr12-1488731-1489690"
"899","chr12-1504300-1504953"
"900","chr12-1529850-1532459"
"901","chr12-1533064-1534430"
"902","chr12-1583304-1583965"
"903","chr12-1587865-1588266"
"904","chr12-1590634-1591532"
"905","chr12-1592262-1595817"
"906","chr12-1601078-1602724"
"907","chr12-1604772-1606617"
"908","chr12-1616373-1616937"
"909","chr12-1629306-1631200"
"910","chr12-1634514-1636174"
"911","chr12-1652576-1653443"
"912","chr12-1658915-1663584"
"913","chr12-1666660-1667513"
"914","chr12-1668574-1669636"
"915","chr12-1690116-1693625"
"916","chr12-1706854-1706964"
"917","chr12-27703612-27704164"
"918","chr12-27709888-27712458"
"919","chr12-27733061-27733393"
"920","chr12-27779319-27781352"
"921","chr12-27807103-27807374"
"922","chr12-27821201-27822760"
"923","chr12-31636156-31637706"
"924","chr12-31652775-31653984"
"925","chr12-31658555-31660252"
"926","chr12-31661941-31662544"
"927","chr12-31682040-31682746"
"928","chr12-31686838-31687838"
"929","chr12-31705380-31706105"
"930","chr12-31714928-31716059"
"931","chr12-31721730-31723937"
"932","chr12-31726935-31730321"
"933","chr12-31731751-31734124"
"934","chr12-31736111-31737854"
"935","chr12-31738535-31739018"
"936","chr12-31740680-31741015"
"937","chr12-31742761-31743451"
"938","chr12-31746308-31747614"
"939","chr12-31748781-31750408"
"940","chr12-31768067-31768270"
"941","chr12-31773880-31774255"
"942","chr12-31783757-31784429"
"943","chr12-31790692-31791071"
"944","chr12-31796488-31797933"
"945","chr12-31801841-31802276"
"946","chr12-31804122-31804900"
"947","chr12-31806873-31808010"
"948","chr12-31810959-31811605"
"949","chr12-31828018-31828467"
"950","chr12-32589086-32590088"
"951","chr12-32666401-32666778"
"952","chr12-32674442-32675390"
"953","chr12-32678599-32680356"
"954","chr12-32754414-32756864"
"955","chr12-49288250-49288949"
"956","chr12-49295017-49298470"
"957","chr12-49321674-49324160"
"958","chr12-49331598-49333599"
"959","chr12-49334259-49338866"
"960","chr12-49341358-49348179"
"961","chr12-49358567-49359170"
"962","chr12-49364874-49368332"
"963","chr12-49369581-49370479"
"964","chr12-49388876-49389602"
"965","chr12-49404183-49404243"
"966","chr12-49513982-49514500"
"967","chr12-49536333-49544626"
"968","chr12-49547566-49550261"
"969","chr12-49553264-49554753"
"970","chr12-49555810-49556489"
"971","chr12-64624723-64626448"
"972","chr12-64631189-64631640"
"973","chr12-64633063-64634298"
"974","chr12-64638671-64639363"
"975","chr12-64650092-64650482"
"976","chr12-64657631-64659183"
"977","chr12-64659869-64660098"
"978","chr12-64660957-64662212"
"979","chr12-64664343-64666975"
"980","chr12-64667607-64682940"
"981","chr12-64683627-64685916"
"982","chr12-64687639-64689176"
"983","chr12-64694662-64695089"
"984","chr12-64695677-64696662"
"985","chr12-64697771-64701692"
"986","chr12-64713301-64715436"
"987","chr12-64716354-64717226"
"988","chr12-64729863-64731231"
"989","chr12-64755339-64756815"
"990","chr12-64757522-64761328"
"991","chr12-64780249-64782821"
"992","chr12-64796154-64796677"
"993","chr12-64802205-64802557"
"994","chr12-6782628-6787566"
"995","chr12-6788710-6793717"
"996","chr12-6812301-6813180"
"997","chr12-6820199-6823934"
"998","chr12-6824987-6830760"
"999","chr12-6835477-6838209"
"1000","chr12-6839083-6840642"
"1001","chr12-6843047-6843572"
"1002","chr12-6846662-6847070"
"1003","chr12-6850059-6853731"
"1004","chr12-6865844-6870172"
"1005","chr12-6871024-6874913"
"1006","chr12-6887267-6887948"
"1007","chr12-6889855-6892866"
"1008","chr12-6894083-6894787"
"1009","chr12-6899349-6901011"
"1010","chr12-6903663-6908840"
"1011","chr12-6909608-6910387"
"1012","chr12-6913002-6917171"
"1013","chr12-6921964-6926233"
"1014","chr12-6927129-6930347"
"1015","chr12-6932092-6933596"
"1016","chr12-6934317-6934555"
"1017","chr12-6935130-6965899"
"1018","chr12-6968690-6969234"
"1019","chr12-6969776-6972043"
"1020","chr12-6973035-6973301"
"1021","chr12-7017206-7019569"
"1022","chr12-7042890-7043241"
"1023","chr12-7047346-7047960"
"1024","chr12-7091640-7093205"
"1025","chr12-7107610-7109924"
"1026","chr12-7113209-7114042"
"1027","chr12-7129147-7132094"
"1028","chr12-7132772-7132988"
"1029","chr12-7141966-7142509"
"1030","chr12-8025433-8027999"
"1031","chr12-8031687-8036178"
"1032","chr12-8036686-8039305"
"1033","chr12-8045739-8046432"
"1034","chr12-8052487-8053309"
"1035","chr12-8054752-8055216"
"1036","chr12-8057333-8059135"
"1037","chr12-8064153-8067250"
"1038","chr12-8069321-8071254"
"1039","chr12-8078218-8079007"
"1040","chr12-8079907-8080625"
"1041","chr12-8081149-8085258"
"1042","chr12-8087480-8089325"
"1043","chr12-8096020-8096877"
"1044","chr12-8108755-8109260"
"1045","chr12-8123111-8124478"
"1046","chr12-8126956-8127671"
"1047","chr12-8154133-8155027"
"1048","chr12-8179882-8180864"
"1049","chr12-8226950-8228100"
"1050","chr12-8231627-8232302"
"1051","chr12-88141404-88143171"
"1052","chr12-8987026-8988503"
"1053","chr12-8989272-8989966"
"1054","chr12-8991767-8992804"
"1055","chr12-8996656-8997200"
"1056","chr12-9009954-9010594"
"1057","chr12-9024456-9026299"
"1058","chr12-9027044-9028143"
"1059","chr12-9032423-9033022"
"1060","chr12-9039296-9039854"
"1061","chr12-9040526-9040839"
"1062","chr12-9049494-9050009"
"1063","chr12-9063968-9065649"
"1064","chr12-9117841-9118932"
"1065","chr12-9662310-9663216"
"1066","chr12-9664288-9664830"
"1067","chr12-9666975-9675675"
"1068","chr12-9677489-9678336"
"1069","chr12-9685252-9686378"
"1070","chr12-9687161-9687618"
"1071","chr12-9694167-9694697"
"1072","chr12-9698676-9700345"
"1073","chr12-9701443-9703003"
"1074","chr12-9706058-9706550"
"1075","chr12-9707360-9709466"
"1076","chr12-9710593-9711235"
"1077","chr12-9712935-9713694"
"1078","chr12-9721323-9722374"
"1079","chr12-9731311-9733585"
"1080","chr12-9736821-9738403"
"1081","chr12-9738945-9743697"
"1082","chr12-9748602-9749293"
"1083","chr12-9750288-9765826"
"1084","chr12-9773131-9774074"
"1085","chr12-9776738-9777215"
"1086","chr12-9781405-9781932"
"1087","chr12-9793241-9797278"
"1088","chr12-9797894-9798504"
"1089","chr12-9810524-9811404"
"1090","chr12-9813531-9814915"
"1091","chr12-9851976-9852774"
"1092","chr12-9856169-9857285"
"1093","chr13-113109736-113111146"
"1094","chr13-113129618-113130534"
"1095","chr13-113151829-113155536"
"1096","chr13-113161108-113161806"
"1097","chr13-113162697-113163460"
"1098","chr13-113164508-113164854"
"1099","chr13-113170765-113171501"
"1100","chr13-113175688-113177012"
"1101","chr13-113179675-113180424"
"1102","chr13-113183563-113184089"
"1103","chr13-113184644-113187741"
"1104","chr13-113207785-113210623"
"1105","chr13-113272573-113274223"
"1106","chr13-113275316-113275706"
"1107","chr13-113291986-113292833"
"1108","chr13-113295808-113298935"
"1109","chr13-113299862-113300484"
"1110","chr13-23695396-23696674"
"1111","chr13-23743178-23743732"
"1112","chr13-23754548-23755084"
"1113","chr13-23799867-23800336"
"1114","chr13-23888369-23890382"
"1115","chr13-23899532-23899936"
"1116","chr13-23903493-23904159"
"1117","chr13-31198776-31201623"
"1118","chr13-34941574-34944030"
"1119","chr13-48302136-48306724"
"1120","chr13-48316565-48321561"
"1121","chr13-48334319-48334941"
"1122","chr13-48400709-48404465"
"1123","chr13-48405919-48406249"
"1124","chr13-48410149-48410761"
"1125","chr13-48411292-48413597"
"1126","chr13-48431522-48431781"
"1127","chr13-48436632-48437206"
"1128","chr13-48443738-48444226"
"1129","chr13-48448678-48449671"
"1130","chr13-48476236-48476597"
"1131","chr13-48488858-48489970"
"1132","chr13-48491186-48493952"
"1133","chr13-48494836-48495156"
"1134","chr13-48496557-48497272"
"1135","chr13-48498978-48499189"
"1136","chr13-48500107-48501806"
"1137","chr13-48504120-48507220"
"1138","chr13-48526211-48526885"
"1139","chr13-48531316-48534511"
"1140","chr13-48535568-48536414"
"1141","chr13-48542701-48543204"
"1142","chr13-48549631-48550095"
"1143","chr13-51518687-51519302"
"1144","chr13-51523057-51523678"
"1145","chr13-51532834-51533156"
"1146","chr13-51534046-51534910"
"1147","chr13-51548951-51549544"
"1148","chr13-51561930-51562740"
"1149","chr13-51581600-51581813"
"1150","chr13-51583270-51586147"
"1151","chr13-51599757-51600543"
"1152","chr13-51601637-51602627"
"1153","chr13-51614073-51615128"
"1154","chr13-51632917-51633407"
"1155","chr13-51635031-51635959"
"1156","chr13-51642932-51647389"
"1157","chr13-72780703-72783177"
"1158","chr13-72805722-72806357"
"1159","chr13-72808920-72809316"
"1160","chr13-72839842-72840164"
"1161","chr13-73058286-73061021"
"1162","chr14-102369914-102371130"
"1163","chr14-102394652-102395388"
"1164","chr14-102437926-102438442"
"1165","chr14-102499741-102501105"
"1166","chr14-102504940-102511632"
"1167","chr14-102516349-102518398"
"1168","chr14-102523163-102526511"
"1169","chr14-102527432-102528871"
"1170","chr14-102530412-102531584"
"1171","chr14-102538626-102539475"
"1172","chr14-102543111-102543699"
"1173","chr14-102544263-102545806"
"1174","chr14-102552202-102552294"
"1175","chr14-102554556-102557206"
"1176","chr14-102560342-102561315"
"1177","chr14-102564986-102566363"
"1178","chr14-102567864-102569044"
"1179","chr14-102573311-102574194"
"1180","chr14-102583511-102583697"
"1181","chr14-102589697-102595816"
"1182","chr14-20855510-20856119"
"1183","chr14-20857583-20858073"
"1184","chr14-20873525-20874319"
"1185","chr14-20881156-20881651"
"1186","chr14-20954934-20956737"
"1187","chr14-20960999-20961688"
"1188","chr14-20970626-20972201"
"1189","chr14-20988590-20990743"
"1190","chr14-21014479-21015783"
"1191","chr14-21017565-21018295"
"1192","chr14-21023057-21027359"
"1193","chr14-21039973-21040543"
"1194","chr14-23929700-23930216"
"1195","chr14-23953039-23954615"
"1196","chr14-23969633-23970184"
"1197","chr14-23977284-23977476"
"1198","chr14-23988289-23990099"
"1199","chr14-24006813-24007869"
"1200","chr14-24013703-24014564"
"1201","chr14-24032825-24033517"
"1202","chr14-24035713-24037316"
"1203","chr14-24051207-24053654"
"1204","chr14-24058236-24058627"
"1205","chr14-24072525-24072755"
"1206","chr14-24075385-24075981"
"1207","chr14-24079818-24083098"
"1208","chr14-31355719-31356549"
"1209","chr14-31419456-31421315"
"1210","chr14-31450047-31450356"
"1211","chr14-31456669-31458162"
"1212","chr14-31559978-31562720"
"1213","chr14-31926065-31926471"
"1214","chr14-31927359-31927760"
"1215","chr14-31934761-31935001"
"1216","chr14-31937718-31938141"
"1217","chr14-31944146-31945638"
"1218","chr14-35808012-35810113"
"1219","chr14-35814311-35814868"
"1220","chr14-35818368-35818768"
"1221","chr14-35821837-35822253"
"1222","chr14-35825195-35827398"
"1223","chr14-35932446-35933289"
"1224","chr14-60064507-60064927"
"1225","chr14-60090982-60094814"
"1226","chr14-60151324-60152747"
"1227","chr14-60153933-60155064"
"1228","chr14-60161279-60162440"
"1229","chr14-60164057-60166695"
"1230","chr14-60183228-60184747"
"1231","chr14-60242372-60242937"
"1232","chr14-60247260-60250830"
"1233","chr14-60266384-60266766"
"1234","chr14-64429978-64430409"
"1235","chr14-64444093-64445977"
"1236","chr14-64447874-64448761"
"1237","chr14-64450201-64450685"
"1238","chr14-64464683-64466607"
"1239","chr14-64467126-64467538"
"1240","chr14-64478658-64479099"
"1241","chr14-64496754-64497125"
"1242","chr14-64500744-64511879"
"1243","chr14-64539201-64542811"
"1244","chr14-64549492-64550673"
"1245","chr14-67239895-67242518"
"1246","chr14-67358614-67361153"
"1247","chr14-67411579-67412589"
"1248","chr14-67426879-67427732"
"1249","chr14-72904793-72905564"
"1250","chr14-72925331-72927949"
"1251","chr14-72948470-72948907"
"1252","chr14-73026305-73027917"
"1253","chr14-73057506-73060338"
"1254","chr14-73061426-73062098"
"1255","chr14-73062871-73063241"
"1256","chr14-73064977-73066552"
"1257","chr14-73068482-73068985"
"1258","chr14-73455090-73455545"
"1259","chr14-73456871-73459599"
"1260","chr14-73461955-73468197"
"1261","chr14-73471826-73472705"
"1262","chr14-73477520-73478247"
"1263","chr14-73490453-73492294"
"1264","chr14-73508509-73509070"
"1265","chr14-73539059-73539431"
"1266","chr14-73567711-73571557"
"1267","chr14-73589914-73590358"
"1268","chr14-73591467-73592838"
"1269","chr14-73612057-73613507"
"1270","chr14-73633036-73634781"
"1271","chr14-73641034-73641363"
"1272","chr14-73644157-73645741"
"1273","chr14-93107661-93108606"
"1274","chr14-93111557-93116975"
"1275","chr14-93132412-93134185"
"1276","chr14-93138924-93139649"
"1277","chr14-93150127-93152078"
"1278","chr14-93160210-93160617"
"1279","chr14-93177828-93178644"
"1280","chr14-93181283-93181828"
"1281","chr14-93182565-93185881"
"1282","chr14-93186417-93186916"
"1283","chr14-93205752-93208293"
"1284","chr14-93219098-93219526"
"1285","chr14-93231518-93231884"
"1286","chr14-93331018-93334282"
"1287","chr14-96762515-96763162"
"1288","chr14-96783597-96784895"
"1289","chr14-96796712-96798464"
"1290","chr14-96949518-96950033"
"1291","chr14-96962089-96963122"
"1292","chr14-96987082-96987481"
"1293","chr14-97874413-97874808"
"1294","chr14-97878634-97879341"
"1295","chr14-97974563-97979579"
"1296","chr14-97993585-97996030"
"1297","chr14-98010782-98011176"
"1298","chr14-98015916-98016353"
"1299","chr14-98018183-98019267"
"1300","chr15-100330061-100331246"
"1301","chr15-100333897-100334655"
"1302","chr15-100338538-100339604"
"1303","chr15-100340254-100342797"
"1304","chr15-100349351-100351237"
"1305","chr15-100373221-100373583"
"1306","chr15-100383754-100384190"
"1307","chr15-100517189-100517923"
"1308","chr15-100519912-100520959"
"1309","chr15-100529594-100529918"
"1310","chr15-100544257-100544771"
"1311","chr15-100559185-100560775"
"1312","chr15-100570993-100572823"
"1313","chr15-100580336-100580960"
"1314","chr15-100592951-100593341"
"1315","chr15-100595350-100599003"
"1316","chr15-100600751-100603668"
"1317","chr15-100627718-100628224"
"1318","chr15-101088352-101089409"
"1319","chr15-101121185-101122280"
"1320","chr15-101124567-101125597"
"1321","chr15-101126575-101128825"
"1322","chr15-101137079-101138218"
"1323","chr15-101139944-101140679"
"1324","chr15-101167546-101168793"
"1325","chr15-101180628-101181143"
"1326","chr15-101193304-101195100"
"1327","chr15-101199360-101200231"
"1328","chr15-101201202-101202086"
"1329","chr15-101205106-101206658"
"1330","chr15-101207676-101208605"
"1331","chr15-101239377-101240571"
"1332","chr15-101242068-101247702"
"1333","chr15-101249908-101253001"
"1334","chr15-101257889-101258753"
"1335","chr15-101269491-101270083"
"1336","chr15-101276023-101278528"
"1337","chr15-101280265-101280653"
"1338","chr15-101288679-101289495"
"1339","chr15-101293173-101296356"
"1340","chr15-101300262-101301097"
"1341","chr15-101320176-101321430"
"1342","chr15-101333622-101334997"
"1343","chr15-43743664-43744350"
"1344","chr15-43745353-43747566"
"1345","chr15-43748100-43751272"
"1346","chr15-43754723-43755127"
"1347","chr15-43758716-43758902"
"1348","chr15-43768878-43770065"
"1349","chr15-43774865-43778255"
"1350","chr15-43789129-43801495"
"1351","chr15-43803135-43804055"
"1352","chr15-43808814-43809960"
"1353","chr15-43823727-43828545"
"1354","chr15-43903850-43904023"
"1355","chr15-48962890-48964394"
"1356","chr15-48975578-48976522"
"1357","chr15-49045360-49047252"
"1358","chr15-49060870-49061207"
"1359","chr15-49063307-49064425"
"1360","chr15-50675579-50675908"
"1361","chr15-50685589-50687695"
"1362","chr15-50764162-50766613"
"1363","chr15-50774421-50774846"
"1364","chr15-51731106-51733042"
"1365","chr15-51735095-51738716"
"1366","chr15-51739913-51740070"
"1367","chr15-51750870-51753409"
"1368","chr15-51767878-51768453"
"1369","chr15-51776096-51777402"
"1370","chr15-51829010-51830887"
"1371","chr15-51837627-51838401"
"1372","chr15-51841351-51842102"
"1373","chr15-51843121-51843850"
"1374","chr15-51846099-51847301"
"1375","chr15-51861500-51862416"
"1376","chr15-51935546-51936165"
"1377","chr15-51970828-51972473"
"1378","chr15-51981492-51982713"
"1379","chr15-52006390-52007072"
"1380","chr15-52007998-52009313"
"1381","chr15-52012958-52015263"
"1382","chr15-52016761-52016949"
"1383","chr15-52018398-52022491"
"1384","chr15-52023167-52023491"
"1385","chr15-52040101-52040761"
"1386","chr15-52045380-52046511"
"1387","chr15-52052096-52052801"
"1388","chr15-52067130-52067509"
"1389","chr15-52078773-52079327"
"1390","chr15-52082366-52083173"
"1391","chr15-52518601-52519503"
"1392","chr15-52527829-52530204"
"1393","chr15-52545993-52546687"
"1394","chr15-52551610-52552747"
"1395","chr15-52565093-52566122"
"1396","chr15-52567792-52569793"
"1397","chr15-52651693-52652459"
"1398","chr15-52658857-52659394"
"1399","chr15-52677367-52680258"
"1400","chr15-52680793-52681780"
"1401","chr15-52682647-52684334"
"1402","chr15-52709649-52710454"
"1403","chr15-52729880-52730842"
"1404","chr15-52735240-52735932"
"1405","chr15-55194180-55195350"
"1406","chr15-55195874-55197931"
"1407","chr15-55217325-55218414"
"1408","chr15-55220846-55223364"
"1409","chr15-55224693-55225434"
"1410","chr15-55240095-55240641"
"1411","chr15-55247144-55248392"
"1412","chr15-55249902-55251622"
"1413","chr15-55254833-55256653"
"1414","chr15-55257299-55258682"
"1415","chr15-55266870-55269049"
"1416","chr15-55275703-55278534"
"1417","chr15-55279140-55280894"
"1418","chr15-55281723-55283668"
"1419","chr15-55285319-55286974"
"1420","chr15-55288734-55291104"
"1421","chr15-55317744-55320751"
"1422","chr15-55322301-55324138"
"1423","chr15-55402642-55404063"
"1424","chr15-55405366-55406400"
"1425","chr15-55407175-55409149"
"1426","chr15-60578965-60581661"
"1427","chr15-60582234-60586649"
"1428","chr15-60588971-60593566"
"1429","chr15-60634898-60636336"
"1430","chr15-60649315-60650653"
"1431","chr15-60695709-60696080"
"1432","chr15-60719934-60721613"
"1433","chr15-60740683-60741007"
"1434","chr15-60787755-60788771"
"1435","chr15-60795445-60796361"
"1436","chr15-60799803-60800869"
"1437","chr15-60807052-60807137"
"1438","chr15-60809204-60810145"
"1439","chr15-60839646-60842738"
"1440","chr15-60843908-60845557"
"1441","chr15-60863453-60863817"
"1442","chr15-60905581-60905960"
"1443","chr15-60916027-60917515"
"1444","chr15-63093499-63094030"
"1445","chr15-63104685-63105776"
"1446","chr15-63121226-63123112"
"1447","chr15-63135389-63136447"
"1448","chr15-63156129-63158569"
"1449","chr15-63166225-63166733"
"1450","chr15-63184077-63184500"
"1451","chr15-63188422-63194743"
"1452","chr15-63195277-63196579"
"1453","chr15-63197506-63197724"
"1454","chr15-63198403-63198789"
"1455","chr15-63200555-63200898"
"1456","chr15-63201438-63201668"
"1457","chr15-63202313-63204265"
"1458","chr15-63209913-63214845"
"1459","chr15-63217860-63218672"
"1460","chr15-63221285-63222357"
"1461","chr15-63225561-63225789"
"1462","chr15-63226379-63227417"
"1463","chr15-63231570-63234930"
"1464","chr15-63238819-63239244"
"1465","chr15-63244953-63245646"
"1466","chr15-63246591-63247949"
"1467","chr15-63271821-63272231"
"1468","chr15-63274189-63275190"
"1469","chr15-63276567-63278646"
"1470","chr15-63282840-63283680"
"1471","chr15-63288556-63289202"
"1472","chr15-63668145-63669641"
"1473","chr15-63672437-63673298"
"1474","chr15-63707531-63709259"
"1475","chr15-63712825-63713541"
"1476","chr15-63752055-63752545"
"1477","chr15-63799954-63800355"
"1478","chr15-63805693-63807606"
"1479","chr15-63809358-63810079"
"1480","chr15-63814267-63814950"
"1481","chr15-63815623-63816092"
"1482","chr15-63818200-63819038"
"1483","chr15-63821615-63822234"
"1484","chr15-63826513-63827598"
"1485","chr15-63829189-63829379"
"1486","chr15-63830064-63831399"
"1487","chr15-63832200-63835487"
"1488","chr15-63841583-63842910"
"1489","chr15-63848927-63849426"
"1490","chr15-63858592-63861140"
"1491","chr15-63869952-63870468"
"1492","chr15-74460020-74462214"
"1493","chr15-74489688-74490564"
"1494","chr15-74539999-74542601"
"1495","chr15-74543357-74544099"
"1496","chr15-74545218-74546908"
"1497","chr15-74588325-74589107"
"1498","chr15-74597634-74601004"
"1499","chr15-74602953-74604881"
"1500","chr15-74608998-74609469"
"1501","chr15-74610174-74621853"
"1502","chr15-74625027-74626169"
"1503","chr15-74626698-74629188"
"1504","chr15-74630117-74632575"
"1505","chr15-74634942-74635777"
"1506","chr15-76139436-76139944"
"1507","chr15-76147919-76148274"
"1508","chr15-76150490-76151374"
"1509","chr15-76190671-76191464"
"1510","chr15-76286102-76287066"
"1511","chr15-76310461-76312242"
"1512","chr15-76333918-76334300"
"1513","chr15-76335078-76343586"
"1514","chr15-76345548-76347559"
"1515","chr16-12573133-12574161"
"1516","chr16-12646982-12647305"
"1517","chr16-12800649-12804550"
"1518","chr16-12819295-12819801"
"1519","chr16-20674048-20676732"
"1520","chr16-20739599-20742516"
"1521","chr16-20744827-20745279"
"1522","chr16-20763215-20764603"
"1523","chr16-20774695-20775177"
"1524","chr16-20799612-20799923"
"1525","chr16-20805657-20807575"
"1526","chr16-20843977-20845176"
"1527","chr16-20849565-20850289"
"1528","chr16-4509578-4510233"
"1529","chr16-4510755-4516758"
"1530","chr16-4517534-4518525"
"1531","chr16-4519512-4519903"
"1532","chr16-4522178-4523890"
"1533","chr16-4525348-4525592"
"1534","chr16-4526647-4527474"
"1535","chr16-4529046-4530227"
"1536","chr16-4532716-4540237"
"1537","chr16-4548329-4549397"
"1538","chr16-4574921-4575477"
"1539","chr16-4585181-4585934"
"1540","chr16-4602249-4602980"
"1541","chr16-4607977-4608699"
"1542","chr16-4609403-4612036"
"1543","chr16-4612566-4619937"
"1544","chr16-4623153-4627106"
"1545","chr16-4628325-4628935"
"1546","chr16-4646504-4648113"
"1547","chr16-4649010-4651082"
"1548","chr16-4651673-4652272"
"1549","chr16-4659069-4666589"
"1550","chr16-4671180-4671400"
"1551","chr16-4673517-4673790"
"1552","chr16-4675728-4699585"
"1553","chr16-4700291-4700854"
"1554","chr16-4701502-4702206"
"1555","chr16-47392115-47392580"
"1556","chr16-47460066-47462409"
"1557","chr16-47492323-47494296"
"1558","chr16-47568333-47568788"
"1559","chr16-53911397-53912727"
"1560","chr16-53913494-53914173"
"1561","chr16-53952262-53952850"
"1562","chr16-66829359-66832317"
"1563","chr16-66844032-66845149"
"1564","chr16-66867577-66868419"
"1565","chr16-66872526-66875330"
"1566","chr16-66877885-66878592"
"1567","chr16-66879554-66881824"
"1568","chr16-66893256-66893594"
"1569","chr16-66894947-66895841"
"1570","chr16-66905675-66906271"
"1571","chr16-66923840-66927607"
"1572","chr16-66928356-66929128"
"1573","chr16-66930151-66930524"
"1574","chr16-66932159-66936307"
"1575","chr16-66946570-66949303"
"1576","chr16-66953822-66954539"
"1577","chr16-66959228-66960286"
"1578","chr16-66960942-66961459"
"1579","chr16-66974741-66975265"
"1580","chr16-66977233-66978301"
"1581","chr16-66984309-66985428"
"1582","chr16-69325895-69326240"
"1583","chr16-69329283-69331461"
"1584","chr16-69338650-69340953"
"1585","chr16-69345714-69346382"
"1586","chr16-69381323-69381754"
"1587","chr16-69384792-69387302"
"1588","chr16-69395808-69397022"
"1589","chr16-69398050-69398533"
"1590","chr16-69423624-69425495"
"1591","chr16-69428974-69429562"
"1592","chr16-69443599-69445219"
"1593","chr16-69464962-69465950"
"1594","chr16-69469641-69470451"
"1595","chr16-69529871-69531378"
"1596","chr16-69539226-69540264"
"1597","chr16-71412494-71413092"
"1598","chr16-71426283-71426812"
"1599","chr16-71461462-71462860"
"1600","chr16-71467735-71468204"
"1601","chr16-71483633-71485250"
"1602","chr16-71499747-71500155"
"1603","chr16-71542273-71542705"
"1604","chr16-71563981-71566567"
"1605","chr16-71610896-71611473"
"1606","chr16-71625951-71626925"
"1607","chr16-71722662-71724593"
"1608","chr16-71726093-71728266"
"1609","chr16-71746397-71746853"
"1610","chr16-71792537-71792973"
"1611","chr16-71795297-71796132"
"1612","chr16-71800519-71800705"
"1613","chr16-71802228-71802854"
"1614","chr17-15563034-15564104"
"1615","chr17-15651162-15652262"
"1616","chr17-15683644-15684773"
"1617","chr17-15699107-15700153"
"1618","chr17-15917295-15918051"
"1619","chr17-15927566-15928996"
"1620","chr17-15942236-15943070"
"1621","chr17-15944207-15946270"
"1622","chr17-15958349-15959840"
"1623","chr17-15965427-15967292"
"1624","chr17-15996530-15996745"
"1625","chr17-15997801-16002199"
"1626","chr17-16005435-16005788"
"1627","chr17-16008592-16008998"
"1628","chr17-16010368-16012302"
"1629","chr17-16019465-16019866"
"1630","chr17-16028085-16028506"
"1631","chr17-18920820-18922497"
"1632","chr17-18924990-18925722"
"1633","chr17-18926438-18926923"
"1634","chr17-18932572-18933924"
"1635","chr17-18954292-18956227"
"1636","chr17-18959162-18959488"
"1637","chr17-18960069-18961944"
"1638","chr17-18965676-18965855"
"1639","chr17-18967154-18967565"
"1640","chr17-18968175-18968492"
"1641","chr17-18969022-18969911"
"1642","chr17-18973283-18973521"
"1643","chr17-18991484-18993562"
"1644","chr17-19001837-19006293"
"1645","chr17-19016679-19020312"
"1646","chr17-19021484-19021921"
"1647","chr17-19022718-19023001"
"1648","chr17-19023976-19025184"
"1649","chr17-19031742-19032074"
"1650","chr17-19062102-19062426"
"1651","chr17-19063214-19064723"
"1652","chr17-19110869-19112548"
"1653","chr17-1998213-1998907"
"1654","chr17-2022525-2026520"
"1655","chr17-2027699-2031342"
"1656","chr17-2039777-2044737"
"1657","chr17-2047786-2052457"
"1658","chr17-2053097-2061118"
"1659","chr17-2064618-2065568"
"1660","chr17-2070227-2071936"
"1661","chr17-2075475-2076404"
"1662","chr17-2082605-2084873"
"1663","chr17-2086419-2090626"
"1664","chr17-2101190-2102115"
"1665","chr17-2122569-2124423"
"1666","chr17-2137306-2139220"
"1667","chr17-2156911-2158761"
"1668","chr17-2178907-2179362"
"1669","chr17-2213893-2216605"
"1670","chr17-2222747-2223723"
"1671","chr17-2239850-2240396"
"1672","chr17-2244481-2245375"
"1673","chr17-2250403-2251285"
"1674","chr17-2253330-2254359"
"1675","chr17-2258557-2260654"
"1676","chr17-2262943-2267509"
"1677","chr17-2271971-2272406"
"1678","chr17-28278126-28279065"
"1679","chr17-28317109-28319911"
"1680","chr17-28323941-28325210"
"1681","chr17-28333331-28336974"
"1682","chr17-28343455-28344819"
"1683","chr17-28356458-28358239"
"1684","chr17-28368967-28372832"
"1685","chr17-28381230-28381906"
"1686","chr17-28384087-28385837"
"1687","chr17-28403377-28404388"
"1688","chr17-28405449-28406764"
"1689","chr17-28416735-28417274"
"1690","chr17-28475345-28475788"
"1691","chr17-55237152-55239276"
"1692","chr17-59641845-59643837"
"1693","chr17-59706193-59709003"
"1694","chr17-59712680-59713287"
"1695","chr17-59721600-59724005"
"1696","chr17-59729247-59730526"
"1697","chr17-59746828-59747276"
"1698","chr17-59751706-59754853"
"1699","chr17-59759889-59760900"
"1700","chr17-59768818-59770479"
"1701","chr17-59778920-59779469"
"1702","chr17-59782738-59788740"
"1703","chr17-59790455-59791605"
"1704","chr17-59800742-59801171"
