"","x"
"1444","chr10-6665545-6666498"
"1445","chr10-6667217-6668332"
"1446","chr10-6677832-6678830"
"1447","chr10-68301849-68302918"
"1448","chr10-68314102-68315146"
"1449","chr10-68331443-68332327"
"1450","chr10-68348185-68349096"
"1451","chr10-68406775-68407643"
"1452","chr10-68423246-68424146"
"1453","chr10-68471447-68472363"
"1454","chr10-68720709-68721590"
"1455","chr10-68812161-68813098"
"1456","chr10-68826944-68827761"
"1457","chr10-68828174-68828894"
"1458","chr10-68897169-68897983"
"1459","chr10-68900712-68901635"
"1460","chr10-689386-690245"
"1461","chr10-68955646-68956517"
"1462","chr10-68956785-68957612"
"1463","chr10-68988395-68989261"
"1464","chr10-69004495-69005390"
"1465","chr10-69022723-69023546"
"1466","chr10-69043813-69044707"
"1467","chr10-69045319-69046189"
"1468","chr10-69057324-69058237"
"1469","chr10-69061382-69062288"
"1470","chr10-69065494-69066378"
"1471","chr10-69087487-69088329"
"1472","chr10-69088618-69089437"
"1473","chr10-69089774-69090647"
"1474","chr10-69093029-69093935"
"1475","chr10-69123610-69124516"
"1476","chr10-69128509-69129435"
"1477","chr10-69179466-69180369"
"1478","chr10-69222131-69223067"
"1479","chr10-69228857-69229791"
"1480","chr10-69232443-69233346"
"1481","chr10-69237312-69238206"
"1482","chr10-69265098-69266249"
"1483","chr10-70498958-70500042"
"1484","chr10-70500972-70501813"
"1485","chr10-70540401-70541197"
"1486","chr10-70549585-70550472"
"1487","chr10-70558948-70559881"
"1488","chr10-70575699-70576607"
"1489","chr10-70578087-70578967"
"1490","chr10-70579535-70580343"
"1491","chr10-70602425-70603279"
"1492","chr10-70610375-70611157"
"1493","chr10-70616648-70617508"
"1494","chr10-70671877-70673087"
"1495","chr10-70758806-70759649"
"1496","chr10-70815539-70816394"
"1497","chr10-70879766-70880631"
"1498","chr10-70887727-70888534"
"1499","chr10-70903056-70903985"
"1500","chr10-70925294-70926297"
"1501","chr10-72215619-72216546"
"1502","chr10-72222616-72223524"
"1503","chr10-72248364-72249187"
"1504","chr10-72254790-72255620"
"1505","chr10-72260444-72261324"
"1506","chr10-72263368-72264279"
"1507","chr10-72273389-72274285"
"1508","chr10-72284970-72285878"
"1509","chr10-72290717-72291598"
"1510","chr10-72292945-72293739"
"1511","chr10-72295767-72296437"
"1512","chr10-72297087-72297750"
"1513","chr10-72297864-72298388"
"1514","chr10-72305283-72306117"
"1515","chr10-72308177-72309138"
"1516","chr10-72316670-72317543"
"1517","chr10-72319422-72320326"
"1518","chr10-72322183-72323099"
"1519","chr10-72326407-72327297"
"1520","chr10-72331647-72332542"
"1521","chr10-72334732-72335586"
"1522","chr10-72336824-72337743"
"1523","chr10-72340217-72341080"
"1524","chr10-72354398-72355299"
"1525","chr10-72364020-72364925"
"1526","chr10-72369961-72370862"
"1527","chr10-729220-730170"
"1528","chr10-73730046-73730911"
"1529","chr10-73732778-73733629"
"1530","chr10-73734311-73735176"
"1531","chr10-73743803-73744733"
"1532","chr10-73759225-73760118"
"1533","chr10-73763160-73764070"
"1534","chr10-73768724-73769625"
"1535","chr10-73772187-73773126"
"1536","chr10-73781608-73782530"
"1537","chr10-73785043-73785911"
"1538","chr10-73811464-73812335"
"1539","chr10-73814867-73815794"
"1540","chr10-73819519-73820369"
"1541","chr10-73848823-73849731"
"1542","chr10-73857288-73858074"
"1543","chr10-73859262-73860141"
"1544","chr10-73865427-73866312"
"1545","chr10-73874200-73875061"
"1546","chr10-74826048-74826799"
"1547","chr10-74853730-74854564"
"1548","chr10-74897962-74898780"
"1549","chr10-74923367-74924321"
"1550","chr10-74977721-74978604"
"1551","chr10-74991151-74991981"
"1552","chr10-75013752-75014248"
"1553","chr10-75014366-75015085"
"1554","chr10-75022076-75022889"
"1555","chr10-75043318-75044209"
"1556","chr10-8034492-8035098"
"1557","chr10-8043282-8044151"
"1558","chr10-8048392-8049280"
"1559","chr10-8053098-8053947"
"1560","chr10-8054343-8055162"
"1561","chr10-8059897-8060769"
"1562","chr10-8061301-8062221"
"1563","chr10-8065370-8066221"
"1564","chr10-8088220-8089128"
"1565","chr10-8137028-8137934"
"1566","chr10-87735012-87735962"
"1567","chr10-87817860-87818713"
"1568","chr10-87850555-87851491"
"1569","chr10-87859770-87860759"
"1570","chr10-87861927-87862791"
"1571","chr10-87863214-87863996"
"1572","chr10-87887505-87888436"
"1573","chr10-87903194-87904132"
"1574","chr10-87918056-87918986"
"1575","chr10-89701125-89702003"
"1576","chr10-89779926-89780901"
"1577","chr10-89781123-89782006"
"1578","chr10-89837321-89838131"
"1579","chr10-89860567-89861487"
"1580","chr10-90857414-90858325"
"1581","chr10-90871488-90872299"
"1582","chr10-90876752-90877682"
"1583","chr10-90879826-90880734"
"1584","chr10-90911269-90912233"
"1585","chr10-92211138-92211928"
"1586","chr10-92212100-92212688"
"1587","chr10-92239473-92240324"
"1588","chr10-92240477-92241212"
"1589","chr10-92290694-92291611"
"1590","chr11-102268349-102269256"
"1591","chr11-102287745-102288625"
"1592","chr11-102293655-102294518"
"1593","chr11-102300587-102301481"
"1594","chr11-102305661-102306398"
"1595","chr11-102306538-102307333"
"1596","chr11-102313065-102313951"
"1597","chr11-102316963-102317881"
"1598","chr11-102318477-102319264"
"1599","chr11-102322318-102323220"
"1600","chr11-102324785-102325734"
"1601","chr11-102341521-102342440"
"1602","chr11-102346670-102347556"
"1603","chr11-102360334-102361085"
"1604","chr11-102361391-102362263"
"1605","chr11-102367159-102368038"
"1606","chr11-102368540-102369275"
"1607","chr11-102390464-102391348"
"1608","chr11-102421020-102421944"
"1609","chr11-102438521-102439443"
"1610","chr11-102446991-102447848"
"1611","chr11-102448559-102449413"
"1612","chr11-102451410-102451997"
"1613","chr11-102452461-102453371"
"1614","chr11-102469985-102470865"
"1615","chr11-102476570-102477473"
"1616","chr11-102495120-102496024"
"1617","chr11-10287542-10288542"
"1618","chr11-10293670-10294550"
"1619","chr11-10298083-10298955"
"1620","chr11-10302483-10303402"
"1621","chr11-10304515-10305345"
"1622","chr11-10307513-10308383"
"1623","chr11-10314469-10315441"
"1624","chr11-10322702-10323603"
"1625","chr11-10366263-10367259"
"1626","chr11-10405729-10406694"
"1627","chr11-10408903-10409732"
"1628","chr11-10413065-10413943"
"1629","chr11-10416528-10417349"
"1630","chr11-10450461-10451214"
"1631","chr11-10455720-10456641"
"1632","chr11-10458774-10459666"
"1633","chr11-10540748-10541641"
"1634","chr11-10543498-10544370"
"1635","chr11-10544507-10545485"
"1636","chr11-105960153-105961145"
"1637","chr11-106021889-106022793"
"1638","chr11-106077039-106077953"
"1639","chr11-106087486-106088430"
"1640","chr11-108135913-108136720"
"1641","chr11-108160778-108161620"
"1642","chr11-108198314-108199300"
"1643","chr11-108207170-108207983"
"1644","chr11-108222391-108223314"
"1645","chr11-108224981-108225867"
"1646","chr11-108226573-108227366"
"1647","chr11-108236367-108237173"
"1648","chr11-108241237-108242130"
"1649","chr11-108286150-108287086"
"1650","chr11-111931548-111932452"
"1651","chr11-111936684-111937608"
"1652","chr11-111957843-111958599"
"1653","chr11-111976803-111977824"
"1654","chr11-111981663-111982685"
"1655","chr11-112004127-112005023"
"1656","chr11-112024883-112025777"
"1657","chr11-112073727-112074618"
"1658","chr11-112086313-112087213"
"1659","chr11-112113160-112114024"
"1660","chr11-113773334-113774252"
"1661","chr11-113796327-113797202"
"1662","chr11-113875123-113876033"
"1663","chr11-113896058-113897051"
"1664","chr11-117138524-117139352"
"1665","chr11-117143843-117144708"
"1666","chr11-117178386-117179253"
"1667","chr11-117180974-117181878"
"1668","chr11-117226237-117227087"
"1669","chr11-117230133-117230990"
"1670","chr11-117232125-117232947"
"1671","chr11-117274227-117275087"
"1672","chr11-117279642-117280462"
"1673","chr11-117315463-117316403"
"1674","chr11-11787522-11788409"
"1675","chr11-11798520-11799431"
"1676","chr11-118145151-118146025"
"1677","chr11-118152568-118153493"
"1678","chr11-118156238-118157092"
"1679","chr11-118171324-118172222"
"1680","chr11-118198048-118198935"
"1681","chr11-118200639-118201510"
"1682","chr11-118202304-118203207"
"1683","chr11-118206083-118207036"
"1684","chr11-118216722-118217583"
"1685","chr11-118224552-118225407"
"1686","chr11-118228065-118228770"
"1687","chr11-118229799-118230670"
"1688","chr11-118238818-118239534"
"1689","chr11-118241213-118242107"
"1690","chr11-118246756-118247509"
"1691","chr11-118251792-118252719"
"1692","chr11-118263831-118264762"
"1693","chr11-118274952-118275943"
"1694","chr11-118280891-118281987"
"1695","chr11-118290664-118291547"
"1696","chr11-118295590-118296452"
"1697","chr11-118304263-118305189"
"1698","chr11-118305665-118306315"
"1699","chr11-118306500-118307218"
"1700","chr11-118316384-118317272"
"1701","chr11-118318855-118319765"
"1702","chr11-11833974-11834836"
"1703","chr11-11841541-11842434"
"1704","chr11-11843394-11843995"
"1705","chr11-11848954-11849857"
"1706","chr11-11856324-11856987"
"1707","chr11-11857484-11858364"
"1708","chr11-11871139-11871733"
"1709","chr11-11871847-11872484"
"1710","chr11-118997622-118998533"
"1711","chr11-119018117-119019035"
"1712","chr11-119030434-119031306"
"1713","chr11-119051471-119052307"
"1714","chr11-119056830-119057722"
"1715","chr11-119067231-119068134"
"1716","chr11-119084536-119085417"
"1717","chr11-119095138-119096026"
"1718","chr11-119101610-119102538"
"1719","chr11-119106874-119107760"
"1720","chr11-119115393-119116216"
"1721","chr11-119120993-119121891"
"1722","chr11-119144670-119145489"
"1723","chr11-119148840-119149709"
"1724","chr11-119168385-119169261"
"1725","chr11-119196643-119197549"
"1726","chr11-119205678-119206582"
"1727","chr11-119240187-119240733"
"1728","chr11-119257980-119258976"
"1729","chr11-119263251-119264028"
"1730","chr11-119284315-119285221"
"1731","chr11-119306374-119307242"
"1732","chr11-11931218-11932036"
"1733","chr11-119315130-119315991"
"1734","chr11-119316732-119317642"
"1735","chr11-119318487-119319381"
"1736","chr11-119321016-119321759"
"1737","chr11-119323253-119324160"
"1738","chr11-119333978-119334889"
"1739","chr11-119338002-119338856"
"1740","chr11-119339731-119340602"
"1741","chr11-119356224-119357129"
"1742","chr11-119363798-119364686"
"1743","chr11-119370240-119371110"
"1744","chr11-119373896-119374785"
"1745","chr11-119381251-119382150"
"1746","chr11-119389608-119390507"
"1747","chr11-11966610-11967476"
"1748","chr11-126193854-126194657"
"1749","chr11-126211242-126212122"
"1750","chr11-126268549-126269461"
"1751","chr11-126282715-126283600"
"1752","chr11-126284602-126285497"
"1753","chr11-126303626-126304520"
"1754","chr11-16605939-16606837"
"1755","chr11-16613423-16614331"
"1756","chr11-16669378-16670247"
"1757","chr11-16738123-16739023"
"1758","chr11-16785241-16786218"
"1759","chr11-16788180-16789053"
"1760","chr11-16820196-16821092"
"1761","chr11-18321878-18322781"
"1762","chr11-18332430-18333212"
"1763","chr11-18383215-18384080"
"1764","chr11-18394041-18394956"
"1765","chr11-18395755-18396677"
"1766","chr11-18410396-18411219"
"1767","chr11-18411896-18412759"
"1768","chr11-18455454-18456768"
"1769","chr11-18522331-18523189"
"1770","chr11-18526337-18527260"
"1771","chr11-18540002-18540931"
"1772","chr11-18578792-18579801"
"1773","chr11-18587558-18588315"
"1774","chr11-18588445-18589162"
"1775","chr11-18617580-18618390"
"1776","chr11-18634073-18634968"
"1777","chr11-18650835-18651753"
"1778","chr11-18664864-18665844"
"1779","chr11-18668870-18669820"
"1780","chr11-18671957-18672845"
"1781","chr11-18698285-18699144"
"1782","chr11-18705901-18706630"
"1783","chr11-18706753-18707231"
"1784","chr11-18720842-18721682"
"1785","chr11-18722000-18722646"
"1786","chr11-18727351-18728258"
"1787","chr11-18731687-18732601"
"1788","chr11-2791390-2792233"
"1789","chr11-28107825-28108727"
"1790","chr11-28109956-28110826"
"1791","chr11-28157113-28158010"
"1792","chr11-2885495-2886404"
"1793","chr11-2888096-2889000"
"1794","chr11-2892030-2892838"
"1795","chr11-2898446-2899326"
"1796","chr11-2901787-2902692"
"1797","chr11-2928930-2929814"
"1798","chr11-2930474-2931236"
"1799","chr11-2933126-2934021"
"1800","chr11-2937130-2937941"
"1801","chr11-2940326-2941113"
"1802","chr11-2945115-2946010"
"1803","chr11-2975343-2976239"
"1804","chr11-30281902-30282673"
"1805","chr11-30295104-30296268"
"1806","chr11-30322713-30323633"
"1807","chr11-30326563-30327340"
"1808","chr11-30333353-30334112"
"1809","chr11-30338426-30338907"
"1810","chr11-30345703-30346962"
"1811","chr11-31361653-31362124"
"1812","chr11-31366379-31367433"
"1813","chr11-31369351-31370260"
"1814","chr11-31386628-31387658"
"1815","chr11-31509272-31510183"
"1816","chr11-32792576-32793469"
"1817","chr11-32829527-32830444"
"1818","chr11-32870362-32871367"
"1819","chr11-32887766-32888919"
"1820","chr11-32892493-32893388"
"1821","chr11-33004912-33005784"
"1822","chr11-33011267-33012190"
"1823","chr11-33015483-33016373"
"1824","chr11-33642842-33644006"
"1825","chr11-33645315-33646340"
"1826","chr11-33681724-33683000"
"1827","chr11-33700391-33701284"
"1828","chr11-33736044-33736882"
"1829","chr11-33742291-33743111"
"1830","chr11-33774067-33774950"
"1831","chr11-33777665-33778673"
"1832","chr11-33808005-33808885"
"1833","chr11-33829168-33830010"
"1834","chr11-35216809-35217734"
"1835","chr11-35235697-35236599"
"1836","chr11-35237827-35238730"
"1837","chr11-35247234-35248093"
"1838","chr11-35256857-35257865"
"1839","chr11-35272275-35273170"
"1840","chr11-35305452-35306346"
"1841","chr11-35330652-35331539"
"1842","chr11-35334127-35335073"
"1843","chr11-35342764-35343735"
"1844","chr11-35372924-35373929"
"1845","chr11-35391998-35392889"
"1846","chr11-35397889-35398606"
"1847","chr11-35404255-35405166"
"1848","chr11-35419907-35420666"
"1849","chr11-35448869-35449840"
"1850","chr11-35485401-35486295"
"1851","chr11-506853-507630"
"1852","chr11-518416-519318"
"1853","chr11-520516-521459"
"1854","chr11-535167-536067"
"1855","chr11-536973-537871"
"1856","chr11-544389-545256"
"1857","chr11-554704-555587"
"1858","chr11-5595909-5596869"
"1859","chr11-5600021-5600953"
"1860","chr11-560409-561316"
"1861","chr11-5624528-5625431"
"1862","chr11-5674199-5675016"
"1863","chr11-568184-569104"
"1864","chr11-5684589-5685487"
"1865","chr11-5689329-5690205"
"1866","chr11-575681-576542"
"1867","chr11-5788053-5789191"
"1868","chr11-5808396-5809207"
"1869","chr11-58524218-58524877"
"1870","chr11-58525011-58525564"
"1871","chr11-58529972-58530842"
"1872","chr11-58531612-58532534"
"1873","chr11-58562154-58563051"
"1874","chr11-58567700-58568577"
"1875","chr11-58573257-58574200"
"1876","chr11-58575415-58576294"
"1877","chr11-58577661-58578475"
"1878","chr11-58578626-58579388"
"1879","chr11-58640288-58641139"
"1880","chr11-58653766-58654721"
"1881","chr11-58670173-58670792"
"1882","chr11-58675290-58676184"
"1883","chr11-58685627-58686694"
"1884","chr11-587760-588678"
"1885","chr11-59053088-59053956"
"1886","chr11-59058118-59058998"
"1887","chr11-59096933-59097799"
"1888","chr11-59101945-59102844"
"1889","chr11-59106506-59107407"
"1890","chr11-59135629-59136528"
"1891","chr11-59142452-59143345"
"1892","chr11-59144356-59145232"
"1893","chr11-59158176-59159076"
"1894","chr11-59171440-59172313"
"1895","chr11-59182063-59182848"
"1896","chr11-59185990-59186884"
"1897","chr11-59207733-59208611"
"1898","chr11-59233145-59234421"
"1899","chr11-59247518-59248373"
"1900","chr11-59560367-59561155"
"1901","chr11-59565879-59566747"
"1902","chr11-59615606-59616536"
"1903","chr11-59635329-59636158"
"1904","chr11-59668744-59669656"
"1905","chr11-59679764-59681147"
"1906","chr11-59753706-59754500"
"1907","chr11-59755034-59755869"
"1908","chr11-6011654-6013788"
"1909","chr11-6022726-6023930"
"1910","chr11-613274-614189"
"1911","chr11-615487-616384"
"1912","chr11-61870874-61871769"
"1913","chr11-61891329-61892257"
"1914","chr11-61897345-61898180"
"1915","chr11-61898847-61899739"
"1916","chr11-61917054-61917908"
"1917","chr11-61947354-61948264"
"1918","chr11-61949370-61950187"
"1919","chr11-61967182-61968046"
"1920","chr11-61971559-61972441"
"1921","chr11-62025334-62026251"
"1922","chr11-62041799-62042667"
"1923","chr11-62054308-62055189"
"1924","chr11-62573574-62574487"
"1925","chr11-62591291-62592175"
"1926","chr11-62593330-62594181"
"1927","chr11-62598894-62599796"
"1928","chr11-62601449-62602372"
"1929","chr11-62612298-62613207"
"1930","chr11-62621654-62622581"
"1931","chr11-62637554-62638465"
"1932","chr11-62640431-62641340"
"1933","chr11-62646220-62647103"
"1934","chr11-62651827-62652419"
"1935","chr11-62652921-62653828"
"1936","chr11-62664805-62665716"
"1937","chr11-62671464-62671942"
"1938","chr11-62672055-62672713"
"1939","chr11-62678545-62679460"
"1940","chr11-62680537-62681439"
"1941","chr11-62687617-62688417"
"1942","chr11-62694408-62695294"
"1943","chr11-62705839-62706754"
"1944","chr11-62709169-62710057"
"1945","chr11-62727119-62727982"
"1946","chr11-62753681-62754580"
"1947","chr11-62761063-62761962"
"1948","chr11-62769368-62770074"
"1949","chr11-62771022-62771953"
"1950","chr11-628304-629121"
"1951","chr11-636730-637665"
"1952","chr11-63888103-63889003"
"1953","chr11-63906357-63907235"
"1954","chr11-63916687-63917519"
"1955","chr11-63917796-63918514"
"1956","chr11-639280-640123"
"1957","chr11-63938388-63939293"
"1958","chr11-63945570-63946469"
"1959","chr11-63974032-63974920"
"1960","chr11-63985936-63986853"
"1961","chr11-63999096-63999816"
"1962","chr11-64000202-64001094"
"1963","chr11-64060500-64061384"
"1964","chr11-64145886-64146761"
"1965","chr11-64148364-64149273"
"1966","chr11-64152783-64153689"
"1967","chr11-64165754-64166664"
"1968","chr11-64169426-64170257"
"1969","chr11-64173495-64174357"
"1970","chr11-64181325-64182176"
"1971","chr11-64185508-64186443"
"1972","chr11-64204250-64205154"
"1973","chr11-64206186-64207052"
"1974","chr11-64207484-64208374"
"1975","chr11-64225844-64226665"
"1976","chr11-64230028-64230929"
"1977","chr11-642323-643220"
"1978","chr11-64234200-64235044"
"1979","chr11-64240905-64241737"
"1980","chr11-64245309-64246060"
"1981","chr11-64246567-64247339"
"1982","chr11-64251019-64251920"
"1983","chr11-64269561-64270479"
"1984","chr11-64271170-64271985"
"1985","chr11-64284445-64285106"
"1986","chr11-64285245-64285995"
"1987","chr11-64291588-64292514"
"1988","chr11-64300798-64301648"
"1989","chr11-64304883-64305797"
"1990","chr11-64317524-64318294"
"1991","chr11-64331508-64332432"
"1992","chr11-64339877-64340641"
"1993","chr11-64342288-64343200"
"1994","chr11-64358739-64359591"
"1995","chr11-64359988-64360733"
"1996","chr11-65416074-65416967"
"1997","chr11-65418674-65419511"
"1998","chr11-65420952-65421799"
"1999","chr11-65422116-65422850"
"2000","chr11-65424894-65425708"
"2001","chr11-65426127-65426835"
"2002","chr11-65431073-65431900"
"2003","chr11-65432642-65433561"
"2004","chr11-65454714-65455616"
"2005","chr11-65468584-65469477"
"2006","chr11-65471792-65472688"
"2007","chr11-65477120-65478035"
"2008","chr11-65487387-65488282"
"2009","chr11-65497140-65498034"
"2010","chr11-65498644-65499467"
"2011","chr11-65502213-65503122"
"2012","chr11-65506301-65506986"
"2013","chr11-65507111-65507775"
"2014","chr11-65508020-65508857"
"2015","chr11-65510478-65511387"
"2016","chr11-65516049-65516937"
"2017","chr11-65521644-65522519"
"2018","chr11-65524605-65525517"
"2019","chr11-65540218-65540968"
"2020","chr11-65546193-65547092"
"2021","chr11-65547578-65548208"
"2022","chr11-65551771-65552525"
"2023","chr11-65553072-65553944"
"2024","chr11-65558029-65558887"
"2025","chr11-65564706-65565450"
"2026","chr11-65565781-65566661"
"2027","chr11-65569823-65570696"
"2028","chr11-65572073-65572986"
"2029","chr11-65573940-65574863"
"2030","chr11-65575522-65576408"
"2031","chr11-65577121-65577876"
"2032","chr11-65588399-65589195"
"2033","chr11-65589740-65590415"
"2034","chr11-65593482-65594341"
"2035","chr11-65706008-65706911"
"2036","chr11-65711791-65712749"
"2037","chr11-65720214-65721094"
"2038","chr11-65769631-65770491"
"2039","chr11-65779639-65780339"
"2040","chr11-65780584-65781499"
"2041","chr11-65786367-65787216"
"2042","chr11-65791403-65792317"
"2043","chr11-65817787-65818699"
"2044","chr11-65833374-65834267"
"2045","chr11-65856609-65857391"
"2046","chr11-65857813-65858615"
"2047","chr11-65859092-65859954"
"2048","chr11-65860270-65861006"
"2049","chr11-65873245-65874149"
"2050","chr11-65879359-65880256"
"2051","chr11-65884387-65885293"
"2052","chr11-65888101-65889015"
"2053","chr11-65890198-65891060"
"2054","chr11-65893149-65893802"
"2055","chr11-65893913-65894303"
"2056","chr11-65898888-65899466"
"2057","chr11-65900098-65901016"
"2058","chr11-65901949-65902750"
"2059","chr11-65908933-65909823"
"2060","chr11-65911279-65912131"
"2061","chr11-65918771-65919662"
"2062","chr11-65927803-65928706"
"2063","chr11-65932247-65932992"
"2064","chr11-65956480-65957378"
"2065","chr11-65961275-65962103"
"2066","chr11-66568106-66568988"
"2067","chr11-66578783-66579668"
"2068","chr11-66592634-66593548"
"2069","chr11-66616280-66617013"
"2070","chr11-66618953-66619853"
"2071","chr11-66638069-66638984"
"2072","chr11-66643411-66644310"
"2073","chr11-66677442-66678363"
"2074","chr11-66694423-66695331"
"2075","chr11-66727868-66728577"
"2076","chr11-66744276-66745161"
"2077","chr11-67353133-67354005"
"2078","chr11-67356573-67357477"
"2079","chr11-67371190-67371960"
"2080","chr11-67373337-67374250"
"2081","chr11-67382255-67383154"
"2082","chr11-67389157-67390069"
"2083","chr11-67391449-67392362"
"2084","chr11-67396735-67397610"
"2085","chr11-67401471-67402353"
"2086","chr11-67403408-67404307"
"2087","chr11-67408919-67409791"
"2088","chr11-67415128-67415979"
"2089","chr11-67416668-67417568"
"2090","chr11-67420812-67421704"
"2091","chr11-67427974-67428885"
"2092","chr11-67436798-67437696"
"2093","chr11-67438333-67439167"
"2094","chr11-67443306-67444216"
"2095","chr11-67446051-67446959"
"2096","chr11-67464335-67465247"
"2097","chr11-67468846-67469742"
"2098","chr11-67482649-67483553"
"2099","chr11-67484157-67484755"
"2100","chr11-67484982-67485661"
"2101","chr11-67486032-67486594"
"2102","chr11-67504000-67504889"
"2103","chr11-67505742-67506602"
"2104","chr11-67507992-67508902"
"2105","chr11-67530301-67531036"
"2106","chr11-705621-706532"
"2107","chr11-712737-713519"
"2108","chr11-720457-721305"
"2109","chr11-721603-722496"
"2110","chr11-722992-723841"
"2111","chr11-725923-726717"
"2112","chr11-727732-728634"
"2113","chr11-737423-738308"
"2114","chr11-74086130-74087019"
"2115","chr11-74170699-74171621"
"2116","chr11-74232212-74233075"
"2117","chr11-74255557-74256444"
"2118","chr11-74288578-74289341"
"2119","chr11-74669390-74670149"
"2120","chr11-746908-747812"
"2121","chr11-74702043-74703147"
"2122","chr11-74726280-74727182"
"2123","chr11-74735269-74736199"
"2124","chr11-74739496-74740373"
"2125","chr11-74748450-74749273"
"2126","chr11-74783214-74784103"
"2127","chr11-74791209-74791940"
"2128","chr11-74825773-74826549"
"2129","chr11-764997-765887"
"2130","chr11-76768206-76769023"
"2131","chr11-76773827-76774456"
"2132","chr11-76782904-76783708"
"2133","chr11-76783940-76785116"
"2134","chr11-76798912-76799802"
"2135","chr11-76803680-76804562"
"2136","chr11-76806964-76808009"
"2137","chr11-76860364-76861257"
"2138","chr11-76919765-76920622"
"2139","chr11-77039475-77040371"
"2140","chr11-77045730-77046479"
"2141","chr11-77047326-77048166"
"2142","chr11-77411482-77412368"
"2143","chr11-77473819-77474692"
"2144","chr11-777038-777947"
"2145","chr11-78045908-78046788"
"2146","chr11-78079353-78080227"
"2147","chr11-78139223-78140121"
"2148","chr11-78188186-78188967"
"2149","chr11-78202810-78203635"
"2150","chr11-78228145-78229043"
"2151","chr11-789657-790486"
"2152","chr11-795864-796667"
"2153","chr11-797053-797807"
"2154","chr11-797960-798818"
"2155","chr11-804833-805753"
"2156","chr11-809307-810244"
"2157","chr11-819203-819792"
"2158","chr11-819894-820253"
"2159","chr11-826874-827748"
"2160","chr11-82775627-82776464"
"2161","chr11-82867240-82868166"
"2162","chr11-82900099-82900986"
"2163","chr11-82901189-82902057"
"2164","chr11-82905906-82906760"
"2165","chr11-82919958-82920773"
"2166","chr11-82927062-82927912"
"2167","chr11-82955704-82956622"
"2168","chr11-82959941-82960731"
"2169","chr11-82970464-82971163"
"2170","chr11-82971294-82972070"
"2171","chr11-82978218-82979073"
"2172","chr11-830014-830682"
"2173","chr11-83044763-83045681"
"2174","chr11-83053826-83054576"
"2175","chr11-830789-831147"
"2176","chr11-832590-833399"
"2177","chr11-842208-843140"
"2178","chr11-848013-848870"
"2179","chr11-849362-850181"
"2180","chr11-87030184-87031295"
"2181","chr11-87037414-87038321"
"2182","chr11-87076069-87077019"
"2183","chr11-87081093-87081986"
"2184","chr11-87097246-87098239"
"2185","chr11-87352537-87353434"
"2186","chr11-9314223-9315140"
"2187","chr11-93197365-93198233"
"2188","chr11-93234081-93235217"
"2189","chr11-9364042-9364937"
"2190","chr11-9384295-9385121"
"2191","chr11-9460451-9461329"
"2192","chr11-9506435-9507351"
"2193","chr12-10139720-10140546"
"2194","chr12-10153138-10154057"
"2195","chr12-101697264-101698171"
"2196","chr12-101773404-101774285"
"2197","chr12-101823653-101824559"
"2198","chr12-101830466-101831363"
"2199","chr12-101838318-101839190"
"2200","chr12-101839591-101840410"
"2201","chr12-101877036-101877927"
"2202","chr12-10190498-10191431"
"2203","chr12-101917430-101918325"
"2204","chr12-10212155-10212997"
"2205","chr12-10213149-10213826"
"2206","chr12-10235455-10236363"
"2207","chr12-10293174-10294270"
"2208","chr12-103840795-103841697"
"2209","chr12-103877707-103878606"
"2210","chr12-103884064-103885061"
"2211","chr12-103901469-103902317"
"2212","chr12-103925028-103925904"
"2213","chr12-103929784-103930636"
"2214","chr12-103936221-103937138"
"2215","chr12-103947753-103948615"
"2216","chr12-103948811-103949664"
"2217","chr12-103956839-103957775"
"2218","chr12-103965414-103966312"
"2219","chr12-103977700-103979307"
"2220","chr12-106385922-106386823"
"2221","chr12-106903294-106904170"
"2222","chr12-106919636-106920580"
"2223","chr12-106955290-106956177"
"2224","chr12-106986702-106987599"
"2225","chr12-107013836-107014723"
"2226","chr12-107027311-107028216"
"2227","chr12-107032030-107032901"
"2228","chr12-107078915-107079780"
"2229","chr12-108511550-108512575"
"2230","chr12-108514733-108515628"
"2231","chr12-108541020-108541852"
"2232","chr12-108560795-108561581"
"2233","chr12-108562112-108562993"
"2234","chr12-108563483-108564166"
"2235","chr12-108565764-108566657"
"2236","chr12-108568531-108569433"
"2237","chr12-108575261-108576254"
"2238","chr12-108578460-108579334"
"2239","chr12-108611912-108612773"
"2240","chr12-108617006-108617848"
"2241","chr12-108618095-108618800"
"2242","chr12-108622194-108623045"
"2243","chr12-108731402-108732304"
"2244","chr12-108768424-108769347"
"2245","chr12-108783699-108784607"
"2246","chr12-108803256-108804135"
"2247","chr12-108838090-108838988"
"2248","chr12-108856103-108856712"
"2249","chr12-108857254-108858170"
"2250","chr12-108884095-108885093"
"2251","chr12-108950858-108951750"
"2252","chr12-109393526-109394293"
"2253","chr12-109427599-109428621"
"2254","chr12-109432450-109433421"
"2255","chr12-109477015-109477902"
"2256","chr12-109573141-109574017"
"2257","chr12-109597460-109598310"
"2258","chr12-110384090-110385071"
"2259","chr12-110403317-110404188"
"2260","chr12-110431207-110432116"
"2261","chr12-110449921-110450783"
"2262","chr12-110467943-110468779"
"2263","chr12-110469051-110469809"
"2264","chr12-110501697-110502599"
"2265","chr12-110512168-110513058"
"2266","chr12-110521008-110521943"
"2267","chr12-110551974-110552878"
"2268","chr12-110562086-110562985"
"2269","chr12-111426148-111427046"
"2270","chr12-111428491-111429212"
"2271","chr12-111429984-111430521"
